1691010033836801|Primary Card|1
1691012750513381|Primary Card|1
1691018223729132|Primary Card|1
1691019807602836|Primary Card|1
1691012224346681|Primary Card|1
1691018174889281|Primary Card|1
1691010045574317|Primary Card|1
1691019392378198|Primary Card|1
1691018575721893|Primary Card|1
1691012422184108|Primary Card|1
1691029693782352|Primary Card|1
1691024811914623|Primary Card|1
1691024444357471|Primary Card|1
1691022864067885|Primary Card|1
1691022304064534|Primary Card|1
1691026455717436|Primary Card|1
1691027301923624|Primary Card|1
1691025589412336|Primary Card|1
1691027706483646|Primary Card|1
1691025336200729|Primary Card|1
1691023084787336|Primary Card|1
1691029942956146|Primary Card|1
1691024921211803|Primary Card|1
1691020872337191|Primary Card|1
1691027971564716|Primary Card|1
1691023027347750|Primary Card|1
1691028133032931|Primary Card|1
1691021834868927|Primary Card|1
1691023817244555|Primary Card|1
1691027669470770|Primary Card|1
1691023705606634|Primary Card|1
1691029131914633|Primary Card|1
1691028548108763|Primary Card|1
1691020597457779|Primary Card|1
1691027521935077|Primary Card|1
1691022407110812|Primary Card|1
1691025788458163|Primary Card|1
1691023828242713|Primary Card|1
1691021031419235|Primary Card|1
1691021692429226|Primary Card|1
1691025373130672|Primary Card|1
1691021890026451|Primary Card|1
1691021472906682|Primary Card|1
1691022196269902|Primary Card|1
1691025561268722|Primary Card|1
1691029067029968|Primary Card|1
1691028181618169|Primary Card|1
1691026796557137|Primary Card|1
1691024851989857|Primary Card|1
1691029798784980|Primary Card|1
1691020489135863|Primary Card|1
1691025714584033|Primary Card|1
1691026204247636|Primary Card|1
1691025454541359|Primary Card|1
1691028254790648|Primary Card|1
1691023063554459|Primary Card|1
1691022598401749|Primary Card|1
1691028828806888|Primary Card|1
1691027169974131|Primary Card|1
1691022899622746|Primary Card|1
1691022501789446|Primary Card|1
1691023778154751|Primary Card|1
1691025638028653|Primary Card|1
1691020450043179|Primary Card|1
1691028795558363|Primary Card|1
1691025613295590|Primary Card|1
1691029387164065|Primary Card|1
1691021182640746|Primary Card|1
1691024156620629|Primary Card|1
1691029568436274|Primary Card|1
1691027894322036|Primary Card|1
1691027930800367|Primary Card|1
1691028217069767|Primary Card|1
1691027545471596|Primary Card|1
1691022296921451|Primary Card|1
1691022610146108|Primary Card|1
1691023216523039|Primary Card|1
1691020776603631|Primary Card|1
1691023646606693|Primary Card|1
1691026211118531|Primary Card|1
1691024128339381|Primary Card|1
1691021288705195|Primary Card|1
1691028506356438|Primary Card|1
1691021161271851|Primary Card|1
1691025210149554|Primary Card|1
1691024889749463|Primary Card|1
1691026761282984|Primary Card|1
1691024030964730|Primary Card|1
1691029704061986|Primary Card|1
1691025873155542|Primary Card|1
1691025571860708|Primary Card|1
1691023459087205|Primary Card|1
1691027608707019|Primary Card|1
1691024256622533|Primary Card|1
1691022480466198|Primary Card|1
1691029148492441|Primary Card|1
1691024618419321|Primary Card|1
1691026939445935|Primary Card|1
1691023474388455|Primary Card|1
1691022222602787|Primary Card|1
1691027343839051|Primary Card|1
1691029909094535|Primary Card|1
1691024741576310|Primary Card|1
1691020054243860|Primary Card|1
1691021747510822|Primary Card|1
1691029423987495|Primary Card|1
1691027783111417|Primary Card|1
1691025919704774|Primary Card|1
1691027276297822|Primary Card|1
1691026815578205|Primary Card|1
1691024451408373|Primary Card|1
1691025000151554|Primary Card|1
1691022749193252|Primary Card|1
1691028290909889|Primary Card|1
1691021238208522|Primary Card|1
1691027106370336|Primary Card|1
1691023619273067|Primary Card|1
1691020214336281|Primary Card|1
1691027940010379|Primary Card|1
1691024483756898|Primary Card|1
1691025687283324|Primary Card|1
1691021595498930|Primary Card|1
1691024782530820|Primary Card|1
1691027238706415|Primary Card|1
1691021022414500|Primary Card|1
1691020776476350|Primary Card|1
1691022367760648|Primary Card|1
1691025557095816|Primary Card|1
1691024023393285|Primary Card|1
1691022130197755|Primary Card|1
1691025826571779|Primary Card|1
1691023855364703|Primary Card|1
1691020909309874|Primary Card|1
1691023916883360|Primary Card|1
1691024867020911|Primary Card|1
1691026031385237|Primary Card|1
1691021345481699|Primary Card|1
1691020712967678|Primary Card|1
1691024264941628|Primary Card|1
1691021852787629|Primary Card|1
1691022908442748|Primary Card|1
1691025084459105|Primary Card|1
1691025378397417|Primary Card|1
1691029028427624|Primary Card|1
1691020131808362|Primary Card|1
1691027966519253|Primary Card|1
1691028836684707|Primary Card|1
1691028461600101|Primary Card|1
1691027321953965|Primary Card|1
1691025922894406|Primary Card|1
1691026957849919|Primary Card|1
1691029402013503|Primary Card|1
1691020348234170|Primary Card|1
1691026989588410|Primary Card|1
1691023877621023|Primary Card|1
1691029918673808|Primary Card|1
1691026269349038|Primary Card|1
1691023438205779|Primary Card|1
1691020854387925|Primary Card|1
1691021062165400|Primary Card|1
1691027350218314|Primary Card|1
1691028085171141|Primary Card|1
1691029130091557|Primary Card|1
1691022924961473|Primary Card|1
1691027891756947|Primary Card|1
1691022916952563|Primary Card|1
1691027201345712|Primary Card|1
1691027090857611|Primary Card|1
1691027031162196|Primary Card|1
1691022339563047|Primary Card|1
1691023092896780|Primary Card|1
1691022241042031|Primary Card|1
1691022624690810|Primary Card|1
1693015864478456|Primary Card|1
1693019725110696|Primary Card|1
1693011210686165|Primary Card|1
1693016815263484|Primary Card|1
1693010844905751|Primary Card|1
1693012424844244|Primary Card|1
1693019291168136|Primary Card|1
1693016296613900|Primary Card|1
1693011700176677|Primary Card|1
1693018559366572|Primary Card|1
1693016711505384|Primary Card|1
1693012551243772|Primary Card|1
1693017433644774|Primary Card|1
1693014014704374|Primary Card|1
1693015970539001|Primary Card|1
1693010093156932|Primary Card|1
1693014654619668|Primary Card|1
1693014489166711|Primary Card|1
1693015002327540|Primary Card|1
1693010727282021|Primary Card|1
1693011201291462|Primary Card|1
1693013729104979|Primary Card|1
1693013643328332|Primary Card|1
1693017064311818|Primary Card|1
1693013535056959|Primary Card|1
1693014511782501|Primary Card|1
1693012156067022|Primary Card|1
1693015146156334|Primary Card|1
1693010510989303|Primary Card|1
1693016449571245|Primary Card|1
1693018054093002|Primary Card|1
1693019435866942|Primary Card|1
1693015986801270|Primary Card|1
1693014418438033|Primary Card|1
1693017750887972|Primary Card|1
1693011372593142|Primary Card|1
1693018972840963|Primary Card|1
1693015646897379|Primary Card|1
1693018475200467|Primary Card|1
1693014546617276|Primary Card|1
1693014354428451|Primary Card|1
1693014575635363|Primary Card|1
1693016115386613|Primary Card|1
1693017390560815|Primary Card|1
1693012968984695|Primary Card|1
1693016290757505|Primary Card|1
1693016621260567|Primary Card|1
1693018813025444|Primary Card|1
1693010860414472|Primary Card|1
1693017711667646|Primary Card|1
1693013884661573|Primary Card|1
1693015716878234|Primary Card|1
1693011959859189|Primary Card|1
1693011053345226|Primary Card|1
1693011324504080|Primary Card|1
1693011570222601|Primary Card|1
1693018963582228|Primary Card|1
1693014627094403|Primary Card|1
1693011064567735|Primary Card|1
1693011755628077|Primary Card|1
1693017796638298|Primary Card|1
1693013077961707|Primary Card|1
1693019886264555|Primary Card|1
1693012567651216|Primary Card|1
1693012942826186|Primary Card|1
1693014237117636|Primary Card|1
1693018239011382|Primary Card|1
1693014133084468|Primary Card|1
1693012328531244|Primary Card|1
1693019454703836|Primary Card|1
1693015978782918|Primary Card|1
1693019715545240|Primary Card|1
1693017982379251|Primary Card|1
1693017351463413|Primary Card|1
1693019835788951|Primary Card|1
1693018895547380|Primary Card|1
1693010330410910|Primary Card|1
1693016662577069|Primary Card|1
